dobar	Agpmsnn	dobar
milOjḱo	Npmsn	milOjḱo
•	X	•
nemOj	Vmm2s	moći
se	Px--sa	sebe
ospIš	Npmsn	ospIš
ḱe	Var3s	hteti
ti	Pp2-sn	ti
se	Px--sa	sebe
otEli	Vmr3s	oteliti
krAvata	Ncfsn	kravata
.	Z	.

jA	Pp1-sn	ja
ti	Pp2-sd	ti
bRro	Rgp	brro
se	Px--sa	sebe
tRgo	Vmp-sn	trti
.	Z	.

kad	Cs	kad
((?))	X	((?))
pogledA	Vmr3s	pogledati
jEdan	Mlcmsn	jedan
sAat	Agpmsnn	saat
••	X	••
i	Cc	i
stvArno	Rgp	stvarno
se	Px--sa	sebe
Oteli	Vmr3s	oteliti
•	X	•
kude	Rgp	kuda
trI	Mlc	tri
sAati	Ncfsg	saat
se	Px--sa	sebe
Oteli	Vmr3s	oteliti
krAvata	Ncfsn	kravata
.	Z	.

sƏg	Rgp	sad
da	Cs	da
lI	Qq	li
••	X	••
sAm	Var1s	biti
došlO	Vmp-sn	doći
na	Sa	na
pAmet	Ncfsa	pamet
da	Cs	da
lI	Qq	li
•••	X	•••
uglAvnom	Rgp	uglavnom
ne	Qz	ne
sƏm	Var1s	biti
ga	Pp3msa	on
vidEla	Vmp-sf	videti
ali	Cc	ali
sAmo	Rgp	samo
na	Sa	na
sAn	Ncmsan	san
mi	Pp1-sd	ja
tekA	Rgp	tako
rEče	Vmr3s	reći
.	Z	.

nemOj	Vmm2s-y	moći
se	Pxsa	sebe
velI	Vmr3s	velim
odspIš	Npmsn	odspIš
če	Var3s	hteti
ti	Pp2-sd	ti
e/	Rgp	e/
se	Px--sa	sebe
otEli	Vmr3s	oteliti
krAvata	Ncfsn	kravata
.	Z	.

a	Cc	a
nesAm	Var1s	biti
((?))	X	((?))
da/	X	da/
da	Cs	da
ga	Pp3msa	on
vIdim/	Vmr3p	viditi
da	Cs	da
ga	Pp3msa	on
•	X	•
lAžu	Vmr3p	lagati
•	X	•
nEma	Vmr3s	imati
da	Cs	da
((?))	X	((?))
••••	Npmsn	••••
grOma	Ncmsg	grom
nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

Eto	I	eto
jA	Pp1-sn	ja
sam	Vcr1s	biti
Isto	Rgp	isto
sAma	Agpfsny	sam
ovdE	Rgp	ovde
sedEla	Vmp-sf	sedeti
••	X	••
a	Cc	a
sAmo	Rgp	samo
me	Pp1-sa	ja
bilO/	Vmp-pm	bilti
nE	Qz	ne
mi	Pp1-pn	ja
bilO	Vmp-sn	biti
bAš	Qo	baš
prIjatno	Agpnsny	prijatan
.	Z	.

Ona	Pp3fsn	on
kao	Cs	kao
žIvci	Ncmpn	živac
kao	Cs	kao
onOj	Pd-nsn	onaj
i	Cc	i
sAg	Rgp	sad
•	X	•
sam	Var1s	biti
((?))	X	((?))
.	Z	.

uvatIla	Vmp-sf	uvatiti
i	Cc	i
žIvci	Ncmpn	živac
kao	Cs	kao
sEbne	Ncfpn	sebna
se	Px--sa	sebe
neštO	Pi3n-n	nešto
ti	Pp2-sd	ti
grOmne	Px--sa	grOmne
nešTo	Pi3n-a	nešto
.	Z	.

i	Cc	i
takOj	Rgp	tako
•••	X	•••
bIlo	Vmp-sn	biti
odAvna	Rgp	odavno
.	Z	.

odAvno	Rgp	odavno
bilO	Vmp-sn	biti
dobrO	Rgp	dobro
imAlo	Vmp-sn	imati
lUǵe	Vmp-sm	luǵti
.	Z	.

Eto	I	eto
jA	Pp1-sn	ja
kad	Cs	kad
sam	Var1s	biti
došlA	Vmp-sf	doći
ovdE	Rgp	ovde
imAlo	Vmp-sn	imati
svEkar	Ncmsn	svekar
svekRva	Ncfsn	svekrva
•••	X	•••
bAba	Ncfsn	baba
.	Z	.

mUž	Ncmsn	muž
se	Pxsa	sebe
zAposli/	Ncfpn	zaposlia
On	Pp3msn	on
•	X	•
u	Sa	u
erOziju	Ncfsa	erozija
.	Z	.

decA	Ncnpn	dete
pOsle	Rgp	posle
••	X	••
dvE	Npfsg	dvE
sam	Var1s	biti
imAla	Vmp-sf	imati
ćErke	Ncfpn	ćerka
.	Z	.

jednA	Mlcfsn	jedan
za	Sa	za
sAšu	Npfsa	Saša
••••	I	••••
aaa	I	a
jednA	Mlcfsn	jedan
((XXX))	X	((xxx))
•••	X	•••
Uze	Vma1s	uzeti
•••	X	•••
mUža	Ncmsay	muž
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
sAma	Agpfsny	sam
ovdE	Rgp	ovde
.	Z	.

nEče	Var3s	hteti
ni	Qo	ni
a	Cc	a
dOjdu/	Pi-msn	dOjdu/
ne	Qz	ne
mOže	Vmr3s	moći
da	Cs	da
dOjdu	Vmr3p	doći
.	Z	.

Eto	I	eto
dodIše	Vme3p	doditi
prE	Rgp	pre
pa	Cc	pa
rEko/	Pi-nsn	rEko/
sAmo	Rgp	samo
se	Px--sa	sebe
mIslim	Vmr1s	misliti
.	Z	.

rEko	Vma1s	reći
kakO	Cs	kako
sam/	Ncfpn	sama
znAju	Vmr3p	znati
da	Cs	da
sam	Vcr1s	biti
bOlna	Agpfsny	bolan
pa	Cc	pa
da	Cs	da
doOde	Vmr3s	doći
čEsto	Rgp	često
•	X	•
jOk	I	jok
nEče	Var3s	hteti
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

aAa	I	a
.	Z	.

svEti	Agpmsny	svet
kIrik	Ncmsn	kirik
dvAes	Mlc	dvadeset
Osmi	Mlomsn	osmi
••••	Agpmsny	••••
jUli	Ncmsn	jul
.	Z	.

tOj	Pd-nsn	taj
je	Var3s	biti
bilO	Vcp-sn	biti
u	Sl	u
dRvnik	Ncmsl	drvni
••	X	••
tAj	Pdsn	taj
slAva	Ncfsn	slava
.	Z	.

i	Cc	i
iz	Sg	iz
drUgu	Mlofsa	drugi
držAvu	Ncfsa	država
dOle	Rgp	dole
kojI	Pisn	koji
je	Var3s	biti
tAmo	Rgp	tamo
u	Sa	u
drUgu	Mlofsa	drugi
držAvu	Ncfsa	država
On	Pp3msn	on
za	Sa	za
tAj	Pdsan	taj
dAn	Ncmsan	dan
dOjde	Vmr3s	doći
.	Z	.

pa	Cc	pa
kod	Sg	kod
škOlu	Ncfsa	škola
se	Pxsa	sebe
ovAm	Rgp	ovamo
sabEru	Vmr3p	sabrati
onO	Pd-nsn	onaj
svirAči	Ncmpn	svirač
.	Z	.

onOo	Pd-nsn	onaj
pƏlna	Agpfsny	pəlan
škOla	Ncfsn	škola
ne	Qz	ne
mOž	Vmr3s	moći
se	Px--sa	sebe
ulEzne	Vmr3s	ulegnuti
••	X	••
u	Sl	u
škOlutu	Npmsl	škOlut
.	Z	.

pa	Cc	pa
pred	Sa	pred
škOlu	Ncfsa	škola
nArod	Ncmsan	narod
pa	Cc	pa
svirAči	Ncmpn	svirač
paa	Cc	pa
igrAnka	Ncfsn	igranka
paaa	Cc	pa
.	Z	.

se	Px--sa	sebe
klAlo	Vmp-sn	klati
i	Cc	i
prAse	Ncfpn	prasa
i	Cc	i
jAgnje	Ncnsn	jagnje
•	X	•
na	Sa	na
slAvutu	Ncfsa-t	slava
paa	Cc	pa
.	Z	.

a	Cc	a
sAg	Rgp	sad
•	X	•
manuLo	Vmp-sn	manuti
se	Px--sd	sebe
Sve	Pi-nsn	sav
••	X	••
sAg	Rgp	sad
nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

nEma	Vmr3s	imati
ljUǵe	Ncmpa	čovek
.	Z	.

sƏg	Rgp	sad
se	Px--sa	sebe
i	Cc	i
nE	Qz	ne
znA	Vmr3s	znati
i	Cc	i
ne	Qz	ne
doOde	Vmr3s	doći
.	Z	.

Eto	I	eto
mOji	Ps1mpn	moj
ne	Qz	ne
doOde	Vmr3s	doći
.	Z	.

tƏd	Rgp	tad
••	X	••
smo	Var1p	biti
si	Px--sd	sebe
bilI	Vmp-pm	biti
ovdÈ̀	Vmp-pm	ovdeti
.	Z	.

onO	Pd-nsn	onaj
tUj	Rgp	tu
kRsat	Vmp-sn	krsti
•••	X	•••
Eto	I	eto
kod	Sg	kod
škOlutu	Ncfsa-t	škola
.	Z	.

((XXX))	X	((xxx))
.	Z	.

pa	Cc	pa
nIšta	Pi3n-n	ništa
.	Z	.

kojI	Pisn	koji
o	Sl	o
Oće	Var3s	hteti
On	Pp3msn	on
se	Px--sa	sebe
prekRsti	Vmr3s	prekrstiti
.	Z	.

tUri	Vmr3s	turiti
parU	Ncfsa	para
jAbucku	Ncfsa	jabucka
•••	X	•••
kravAjče	Npnsn	kravajče
.	Z	.

ma	I	ma
nEe	Vcr3s	biti
.	Z	.

sEkli	Vmp-pm	seći
ljUǵe	Ncmpa	čovek
kolačI	Ncmpn	kolač
tUj	Rgp	tu
.	Z	.

umEse	Vmr3p	umesiti
kolAč	Ncmsan	kolač
na	Sa	na
ǵUrǵovdan	Npmsan	ǵUrǵovdan
••	X	••
paa	Cc	pa
nOse	Vmr3p	nositi
tUj	Rgp	tu
paa	Cc	pa
•	X	•
sEču	Vmr3p	seći
.	Z	.

Evo	I	evo
bAš	Qo	baš
iz	Sg	iz
onUj	Pd-fsa	onaj
kUḱu	Ncfsa	kuća
onAm	Rgp	onamo
•	X	•
rAda	Ncfsn	rada
onAm	Rgp	onamo
••	X	••
((XXX))	X	((xxx))
.	Z	.

Eto	I	eto
od	Sg	od
njI	Pp3-pa	oni
su	Var3p	biti
stAlno	Rgp	stalno
tAm	Rgp	tamo
sEkli	Mlomsn	sekli
kolAč	Ncmsn	kolač
na	Sa	na
tAj	Pdsan	taj
••	X	••
na	Sa	na
tAj	Pdsan	taj
kRs	Ncmsan	krst
.	Z	.

Ovce	Ncfpn	ovca
•••	X	•••
jEl	Qq	jel
Ovce	Ncfpn	ovca
.	Z	.

prAznik	Ncmsn	praznik
.	Z	.

paa	Cc	pa
praznjuvAli	Vmp-pm	praznjuvati
smo	Var1p	biti
((?))	X	((?))
((?))	X	((?))
•••	X	•••
ovOj	Pd-nsn	ovaj
•••	X	•••
bratU	Ncmsd	brat
nekakvU	Pi-fsa	nekakav
pa	Cc	pa
smo	Var1p	biti
praznjuvAli	Vmp-pm	praznjuvati
•••	X	•••
svEti	Agpmsny	svet
lukU	Npmsn	lukU
pa	Cc	pa
.	Z	.

tOj	Pd-nsn	taj
((?))	X	((?))
•••	X	•••
pa	Cc	pa
za	Sa	za
Ovce	Ncfpn	ovca
za	Sa	za
Ovce	Ncfpa	ovca
a	Cc	a
Toj	Pd-nsn	taj
vEli	Vmr3s	velim
zlO	Rgp	zlo
od	Sg	od
kUrjaci	Ncmpn	kurjak
.	Z	.

pa	Cc	pa
nIšta	Pi3n-n	ništa
ne	Qz	ne
rAdimo	Vmr1p	raditi
sAmo	Rgp	samo
((?))	X	((?))
.	Z	.

n/	X	n/
eEe	I	e
kad	Cs	kad
je/	X	je/
nEka	Cs	neka
Ima	Vmr3s	imati
cRven	Agpmsnn	crven
tOrnik	Npmsn	tOrnik
nEkad	Rgp	nekad
na/	X	na/
••	X	••
nA	Sa	na
zimu	Ncfsa	zima
•	X	•
tUj	Rgp	tu
((XXX))	X	((xxx))
pIpa	Ncfsn	pipa
•	X	•
so	Ncfsn	sol
sIrenje	Ncnsn	sirenje
.	Z	.

vEli	Vmr3s	velim
•	X	•
Ovce	Ncfpa	ovca
pOsle	Rgp	posle
u	Sl	u
vImenu	Ncnsl	vime
zapAte	Vmr3p	zapatiti
.	Z	.

obolU	Ncmsl	obol
sas	Si	sa
vImenu	Ncnsl	vime
.	Z	.

a	Cc	a
drUgo	Agpnsny	drugi
.	Z	.

klAlo	Vmp-sn	klati
se	Px--sa	sebe
jAganjci	Ncmpn	jaganjac
•	X	•
svAka	Pisn	svaki
kUḱa	Ncfsn	kuća
jAgnje	Ncnsn	jagnje
kOlje	Ncfpn	kolja
.	Z	.

pa	Cc	pa
e	I	e
ovdE	Rgp	ovde
na	Sa	na
češmUvu	Npnsa	češmUvu
.	Z	.

po	Sa	po
trI	Mlc	tri
čEtri	Mlc	četiri
mUža	Ncmsg	muž
se	Pxsa	sebe
zbEru	Vmr3p	zbrati
na	Sa	na
češmUvu	Mlomsan	češmuvu
ovdE	Rgp	ovde
.	Z	.

pa	Cc	pa
na	Sa	na
((?))	X	((?))
napraIli	Vmp-pm	napraviti
ražnjOvi	Ncmpn	ražnj
pa	Cc	pa
tUj	Rgp	tu
pečU	Vmr3p	peći
jAganjci	Ncmpn	jaganjac
pa	Cc	pa
se	Px--sa	sebe
slikUju	Ncnsn	slikuju
pa	Cc	pa
.	Z	.

a	Cc	a
sAg	Rgp	sad
de	Vmr3s	dati
glEj	Npmsn	glEj
kvO	Pr-nsn	kvo
je	Vcr3s	biti
.	Z	.

sƏg	Rgp	sad
nEma	Vmr3s	imati
•	X	•
nEma	Vmr3s	imati
nIšta	Pi3n-n	ništa
jA	Pp1-sn	ja
velIm	Vmr1s	velim
.	Z	.

Ovaaj	Npmsn	Ovaaj
vUčiḱ	Vmr3s	vučiḱti
prIča	Ncfsn	priča
žIve	Vmr3p	živeti
ljUdi	Ncmpn	čovek
da	Cs	da
žIve	Vmr3p	živeti
ljUdi	Ncmpn	čovek
bOlje	Rgc	dobro
((?))	X	((?))
.	Z	.

rEko	Vma1s	reći
zAšto	Rgp	zašto
nEće	Var3s	hteti
da	Cs	da
pOjde	Vmr3s	poći
ozdOl	Rgp	odozdo
od	Sg	od
•••	X	•••
od	Sg	od
((?))	X	((?))
pa	Cc	pa
nagOre	Vmr3p	nagoriti
.	Z	.

do	Sg	do
gradIšte	Ncmsg	gradište
pA	Cc	pa
bOlje	Rgc	dobro
.	Z	.

a	Cc	a
od	Sg	od
gradIšte	Ncnsn	gradište
nagOre	Vma3s	nagoreti
((?))	X	((?))
da	Cs	da
vIdi	Vmr3s	videti
kakvO	Pi-nsn	kakav
e	Vcr3s	biti
.	Z	.

gdE	Rgp	gde
mI	Pp1-pn	ja
žIvimo	Vmr1p	živeti
.	Z	.

a	Cc	a
strUju	Ncfsa	struja
•	X	•
plAćam	Vmr1s	plaćati
•	X	•
Eto	I	eto
.	Z	.

kvO	Pr-nsn	kvo
jA	Pp1-sn	ja
strUju	Ncfsa	struja
korIstim	Vmr1s	koristiti
nE	Qz	ne
znam	Vmr1s	znati
televIzor	Ncmsn	televizor
.	Z	.

i	Cc	i
•	X	•
iljAdo	Ncfsv	iljada
i	Cc	i
dojdOše	Vma3p	doći
((?))	X	((?))
.	Z	.

((?))	X	((?))
ovdEkaj	Rgp	ovde
i	Cc	i
zvOni	Vmr3s	zvoniti
zvOnce	Ncnsn	zvonce
zvOni	Vmr3s	zvoniti
.	Z	.

Edna	Mlcfsn	jedan
ženA	Ncfsn	žena
sedEše	Mdc	sedeše
ovdE	Rgp	ovde
•	X	•
vEli	Vmr3s	velim
.	Z	.

jEsi	Vcr2s	biti
tI	Pp2-sd	ti
žIvković	Npmsn	Živković
milOjka	Npfsn	Milojka
rEko	Vma1s	reći
jA	Pp1-sn	ja
.	Z	.

Imamo	Vmr1p	imati
nAlog	Ncmsn	nalog
da	Cs	da
ti	Pp2-sd	ti
otsečEmo	Vmr3p	otsečeti
strUju	Ncfsa	struja
•	X	•
u	Sa	u
.	Z	.

štO	Cs	što
da	Cs	da
otsečEte	Vmr3p	otsečetiti
strUju	Ncfsa	struja
za	Sa	za
kOlko	Pq-nsn	koliki
.	Z	.

velI	Vmr3s	velim
za	Sa	za
((XXX))	X	((xxx))
dugUješ	Vmr2s	dugovati
dvE	Mlcf	dva
Iljade	Ncfsg	iljada
.	Z	.

pa	Cc	pa
El	Qq	jel
za	Sa	za
dvE	Mlcf-n	dva
Iljadi	Ncfsl	iljada
da	Cs	da
mi	Pp1-sd	ja
otsečEte	Sa	otsečEte
strUju	Ncfsa	struja
.	Z	.

pa	Cc	pa
velI	Vmr3s	velim
ako	Cs	ako
nEmaš	Vmr2s	imati
da	Cs	da
plAtiš	Vmr2s	platiti
mI	Pp1-pn	ja
•	X	•
ḱe	Pp3fsg	ḱe
da	Cs	da
sečEmo	Vmr1p	seći
.	Z	.

jA	Pp1-sn	ja
tAg	Rgp	tako
((?))	X	((?))
sam	Var1s	biti
imAla	Vmp-sf	imati
ḱErkata	Ncfpn	ḱerka
si	Px--sd	sebe
mi	Pp1-sd	ja
ostaIla	Ncfpn	ostaila
tekA	Rgp	tako
kad	Cs	kad
ne	Qz	ne
dAj	Vmm2s	dati
bOže	Npmsv	bog
bOles	Npfsn	bolest
jA	Pp1-sn	ja
pla	Pi3n-a	pla
((XXX))	X	((xxx))
narUčimo	Vmr1p	naručiti
tAksi	Ncmsn	taksi
.	Z	.

da	Cs	da
dOjde	Vmr3s	doći
tAksi	Ncmsan	taksi
((XXX))	X	((xxx))
i	Cc	i
da	Cs	da
I	Pp3-pa	oni
platI	Vmr3s	platiti
.	Z	.

Eto	I	eto
da	Cs	da
otsEču	Agpfpny	otseči
za	Sa	za
dvE	Ncnsa	dve
Iljadi	Ncfsl	iljada
strUju	Ncfsa	struja
na	Sa	na
ḱOravu	Pdsa	ḱOravu
bAbu	Ncfsa	baba
ovdE	Rgp	ovde
.	Z	.

nIkoj	Pi3m-n	niko
te	Cc	te
ne	Qz	ne
mAri	Vmr3s	mariti
.	Z	.

nIkoj	Pi3m-n	niko
.	Z	.

pa	Cc	pa
uvEdena	Agpfsny	uveden
.	Z	.

osamdEset	Mlc	osamdeset
Osme	Mlofsg	osmi
ako	Cs	ako
e	I	e
((XXX))	X	((xxx))
čIni	Vmr3s	činiti
mi	Pp1-sd	ja
se	Px--sa	sebe
.	Z	.

mEn	Npmsn	mEn
se	Pxsa	sebe
tekA	Rgp	tako
čIni	Vmr3s	činiti
da	Cs	da
e	Vcr3s	biti
tOj	Pd-nsn	taj
vrEme	Ncnsn	vreme
.	Z	.

kƏd	Npmsn	kƏd
•••	X	•••
tOj	Pd-nsn	taj
••	X	••
pa	Cc	pa
Ima	Vmr3s	imati
si	Px--sd	sebe
dvA	Mlc	dva
trIes	Mlc	trideset
gOdine	Ncfpn	godina
.	Z	.

nE	Qz	ne
((?))	X	((?))
nEma	Vmr3s	imati
jOš	Rgp	još
ali	Cc	ali
Ima	Vmr3s	imati
•	X	•
prIbližno	Agpnsny	približan
.	Z	.

Aaa	I	a
.	Z	.

nE	Qz	ne
znam	Vmr1s	znati
sInko	Ncmsn	sinko
.	Z	.

tO	Pd-nsn	taj
((XXX))	X	((xxx))
evE	I	evo
((XXX))	X	((xxx))
u	Sl	u
odAvna	Rgp	odavno
ljUǵe	Ncmpa	čovek
pričAli	Vmp-pm	pričati
•	X	•
za	Sa	za
stArca	Ncmsay	starac
.	Z	.

nEkakvi	Pi-mpn	nekakav
rImljani	Agpmsny	rimljan
.	Z	.

pa	Cc	pa
trebAlo	Vmp-sn	trebati
se	Px--sa	sebe
naprAi	Vmr3s	napraiti
salO	Ncnsa	selo
dRvnik	Npmsn	dRvnik
Eej	Npmsn	Eej
dOle	Rgp	dole
.	Z	.

u	Sl	u
((XXX))	X	((xxx))
od	Sg	od
svetI	Agpmsny	svet
arAnǵel	Npmsn	arAnǵel
dE	X	de
onO	Pd-nsn	onaj
ravnIšte	Ncfpn	ravništa
dOle	Rgp	dole
tU	Rgp	tu
dE	Rgp	gde
je	Var3s	biti
dRvnik	Npmsn	dRvnik
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
bežAli	Vmp-pm	bežati
velI	Vmr3s	velim
od	Sg	od
tUrci	Npmpn	Turčin
.	Z	.

i	Cc	i
došlI	Vmp-pm	doći
u	Sl	u
dRvnik	Npmsl	dRvnac
ovdEka	Rgp	ovde
i	Cc	i
tUj	Rgp	tu
•	X	•
da	Cs	da
se	Px--sa	sebe
((?))	X	((?))
od	Sg	od
tUrci	Npmpn	Turčin
.	Z	.

tO	Pd-nsn	taj
odAvna	Rgp	odavno
pričAli	Vmp-pm	pričati
sAg	Rgp	sad
kOj	Pi-msn	koji
znAe	Vmr3s	znati
tOj	Pd-nsn	taj
.	Z	.

štO	Cs	što
se	Px--sa	sebe
zovE	Vmr3s	zvati
dRvnik	Ncmsn	drvnik
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

bajAgi	Npmsn	bajAgi
da	Cs	da
Ima	Vmr3s	imati
dRva	Ncnpa	drvo
onO	Pd-nsa	onaj
nEma	Vmr3s	imati
ni	Qo	ni
dRva	Ncnpa	drvo
.	Z	.

nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

i	Cc	i
kolkO	Pq-nsn	koliki
Imaše	Vme3s	imati
onO	Pd-nsn	onaj
isEkoše	Vma3p	iseći
.	Z	.

nE	Qz	ne
e	Var3s	biti
imA	Vmr3s	imati
((XXX))	X	((xxx))
nE	Qz	ne
e	Var3s	biti
se	Pxsa	sebe
ovAk	Rgp	ovako
sEklo	Vmp-sn	seći
sInko	Ncmsn	sinko
.	Z	.

odAvna	Rgp	odavno
nEe	Vcr3s	biti
.	Z	.

odAvna	Rgp	odavno
nEe	Var3s	biti
((XXX))	X	((xxx))
svAki	Pi-mpn	svaki
si	Px--sd	sebe
((XXX))	X	((xxx))
imAlo	Vmp-sn	imati
ljuǵe	Ncmpa	čovek
imALo	Vmp-sn	imati
Ovce	Ncfpn	ovca
.	Z	.

pa	Cc	pa
Idemo	Vmr1p	ići
pa	Cc	pa
jEsen	Ncfsa	jesen
i	Cc	i
ovOj	Pd-nsn	ovaj
vrEme	Ncnsn	vreme
ne	Qz	ne
sedI	Vmr3s	sedeti
se	Appmsny	se
dOm	Ncmsn	dom
.	Z	.

nego	Cc	nego
Idemo	Vmr1p	ići
tAm	Rgp	tamo
pa	Cc	pa
sečEmo	Vmr1p	seći
šUmu	Ncfsa	šuma
pa	Cc	pa
dEnemo	Vmr1p	denuti
rAsove	Ncmpa	ras
pa	Cc	pa
.	Z	.

tEramo	Vmr1p	terati
dOm	Ncmsan	dom
.	Z	.

imAlo	Vmp-sn	imati
ljUǵe	Ncmpa	čovek
imAlo	Vmp-sn	imati
decA	Ncnpn	dete
imAlo	Vmp-sn	imati
.	Z	.

a	Cc	a
sAg	Rgp	sad
nEma	Vmr3s	imati
.	Z	.

Eto	I	eto
tOj	Pd-nsn	taj
•	X	•
tOj	Pd-nsn	taj
sam	Var1s	biti
tkAla	Vmp-sf	tkati
tkAla	Vmp-sf	tkati
bEli	Agpmsayn	bel
svEt	Ncmsan	svet
.	Z	.

tekA	Rgp	tako
Ima	Vmr3s	imati
si	Px--sd	sebe
se	Px--sa	sebe
izmOlji	Ncfpn	izmolj
svE	Pi-nsn	sav
bOg	Ncmsn	bog
da	Cs	da
žAli	Vmr3s	žaliti
sAmo	Rgp	samo
što	Pi3n	što
sam	Var1s	biti
ćoravEla	Npmsn	ćoravEla
•	X	•
nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

kilImi	Npmpn	Kilim
se	Px--sa	sebe
zvAli	Vmp-pm	zvati
nekadA	Rgp	nekada
.	Z	.

od	Sg	od
vUnu	Ncfsa	vuna
.	Z	.

od	Sg	od
vUnu	Ncfsa	vuna
•	X	•
ostrIžemo	Vmr1p	ostrizati
vUnu	Ncfsa	vuna
pa	Cc	pa
•	X	•
uvlAčimo	Vmr1p	uvlačiti
u	Sa	u
knjAževac	Npmsan	knjaževac
.	Z	.

Eve	I	evo
ovAm	Rgp	ovamo
u	Sa	u
hOdnika	Ncmsg	hodnik
sandƏk	Npmsn	sandƏk
•	X	•
pLn	Px--sa	pLn
sas	Si	sa
takvO	Pd-nsa	takav
.	Z	.

imALo	Vmp-sn	imati
•	X	•
imAlo	Vmp-sn	imati
vlačAra	Vmp-sn	vlačati
u	Sa	u
knjAževac	Npmsan	knjaževac
.	Z	.

pa	Cc	pa
Ima	Vmr3s	imati
i	Qo	i
sAg	Rgp	sad
u	Sa	u
trgOvište	Ncnsa	trgovište
.	Z	.

((?))	X	((?))
u	Sa	u
trgOvište	Ncnsa	trgovište
Ima	Vmr3s	imati
i	Cc	i
sAg	Rgp	sad
ne	Qz	ne
vlAči	Vmr2s	vlačiti
.	Z	.

vlAči	Vmr2s	vlačiti
vlAči	Vmr2s	vlačiti
.	Z	.

nE	Qz	ne
znam	Vmr1s	znati
da	Cs	da
lI	Qq	li
je	Var3s	biti
žIva	Agpfsny	živ
((?))	X	((?))
sAmo	Rgp	samo
sAg	Rgp	sad
ostAla	Vmp-sf	ostati
onAj	Pd-fsn	onaj
sEstra	Ncfsn	sestra
((?))	X	((?))
što	Pi3n	što
rAdi	Vmr3s	raditi
onAm	Rgp	onamo
.	Z	.

i	Cc	i
onAj	Pd-msn	onaj
što	Cs	što
mUzem	Vmr1s	musti
trI	Mlc	tri
.	Z	.

a	Cc	a
Ima	Vmr3s	imati
detEno	Pi-msn	detEno
dodI	Vmr3s	doći
ovdE	Rgp	ovde
pa	Cc	pa
popisuvA	Qr	popisuvA
.	Z	.

On	Pp3msn	on
vEli	Vmr3s	velim
prOfisor	Ncfpa	profisoa
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
pisuvAaa	Pi-nsn	pisuvAaa
•	X	•
kOj	Pi3m-n	koji
kolkvO	Pp3fsa	kolkvO
Ima	Vmr3s	imati
.	Z	.

el	Qq	jel
Imaš	Vmr2s	imati
škOlu	Ncfsa	škola
el	Qq	jel
Imaš	Vmr2s	imati
Ovce	Ncfpn	ovca
el	Qq	jel
Imaš	Vmr2s	imati
kokOške	Ncfpn	kokoška
el	Qq	jel
Imaš	Vmr2s	imati
svInje	Ncfsa	svinja
el	Qq	jel
Imaš	Vmr2s	imati
.	Z	.

nEma	Vmr3s	imati
rEko	Vma1s	reći
nIšta	Pi3n-a	ništa
nIgde	Rgp	nigde
.	Z	.

e	I	e
onOj	Pd-nsn	onaj
••	X	••
svE	Pi-nsn	sav
se	Px--sa	sebe
izgubIlo	Vmp-sn	izgubiti
nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

odAvna	Rgp	odavno
imAlo	Vmp-sn	imati
.	Z	.

odAvna	Rgp	odavno
imAlo	Vmp-sn	imati
prodAvnica	Ncfsn	prodavnica
((?))	X	((?))
.	Z	.

paa	Cc	pa
onAm	Rgp	onamo
onAj	Pd-fsn	onaj
kUća	Ncfsn	kuća
štono	Rgp	štono
((?))	X	((?))
pUt	Ncmsn	put
.	Z	.

tAj	Pd-msn	taj
sƏg	Rgp	sad
čovEk	Ncmsn	čovek
•	X	•
čuvAo	Vmpm	čuvati
trIes	Mlc	trideset
kozE	Ncfpn	koza
.	Z	.

pa	Cc	pa
dEcu	Ncnpa	dete
dEset	Mlc	deset
imAl	Vmp-sm	imati
.	Z	.

dEset	Mlc	deset
dEcu	Ncnpa	dete
imAl	Vmp-sm	imati
On	Pp3msn	on
.	Z	.

a	Cc	a
sƏg	Rgp	sad
((?))	X	((?))
sƏg	Rgp	sad
nEma	Vmr3s	imati
niednA	Ncfsn	niedna
Eno	I	eno
kUća	Ncfsn	kuća
praznA	Agpfsny	prazan
.	Z	.

rAca	Qr	rAca
.	Z	.

rAca	Npfsn	rAca
iz	Sg	iz
dRvnik	Npmsg	dRvnik
((?))	X	((?))
mOžda	Rgp	možda
ste	Var2p	biti
čUli	Vmp-pm	čuti
.	Z	.

paaa	Cc	pa
pOsle	Rgp	posle
kad	Cs	kad
no	Cc	no
zabranIše	Vma3p	zabraniti
da	Cs	da
se	Pxsa	sebe
da	Cs	da
se	Pxsa	sebe
čUvaju	Vmr3p	čuvati
da	Cs	da
